categoria|status|monto|nog|nit_proveedor|nit_comprador|descripcion|fecha_publicada|modalidad_compra|tipo_ofertas|fecha_presentacion_ofertas|nombre_comprador|unidades|fecha_adjudicada|fecha_cierre_ofertas
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q8,439.73|4946448|81865163|2342855|S/C DESINFECTANTE PARA PISOS, GALON DE VARIOS AROMAS, PRESENTAR MUESTRA INDISPENSABLE PARA ADJUDICACION EL DIA 01/06/2016 DEPTO. DE COMPRAS. SEGUNDA PROGRAMACION CUATRIMESTRAL 2016.|30.mayo.2016 Hora:3:31:58 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|01.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|02.junio.2016 Hora:2:32:35 p. m.|01.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q17,320.98|4914791|7477279|2342855|COD. 307 Quinagolida, Tableta 75 mcg. SEGUNDA PROGRAMACION CUATRIMESTRAL 2016, ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTIZACION.|25.mayo.2016 Hora:9:07:33 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|02.junio.2016 Hora:9:07:21 a. m.|27.mayo.2016 Hora:10:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q12,309.50|4935675|29512905|3441024|COMPRA DE SILLAS PLASTICAS PARA EL USO DE LAS ACTIVIDADES DE LA REGENCIA NORTE.|26.mayo.2016 Hora:1:15:04 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:10:00:00 a. m.|REGENCIA NORTE|1|02.junio.2016 Hora:3:38:51 p. m.|30.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q44,450.00|4907124|49436384|2318024|ADQUISICION DE ENALAPRIL 1.25MG/1ML VIAL 2ML|23.mayo.2016 Hora:3:39:09 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:9:30:00 a. m.|HOSPITAL DE COBAN, ALTA VERAPAZ|1|02.junio.2016 Hora:2:36:23 p. m.|26.mayo.2016 Hora:10:00:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q66,147.32|4765842|574260|2342855|PROGLUMETACINA, DIMALEATO, CÁPSULA O COMPRIMIDO 150 MG. SEGÚN SIAF 925/2016, CÓDIGO IGSS 901.|18.abril.2016 Hora:11:21:05 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|22.abril.2016 Hora:9:00:00 a. m.|CONSULTORIO VILLA NUEVA, GUATEMALA|1|02.junio.2016 Hora:8:56:39 a. m.|22.abril.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q56,540.00|4915844|320811|2318024|ADQUISICION DE VINCRISTINA SULFATO 1MG/ML, MSPAS No. 2016-ROO-CD-1514|23.mayo.2016 Hora:12:32:42 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:9:30:00 a. m.|HOSPITAL ROOSEVELT|1|02.junio.2016 Hora:3:05:17 p. m.|25.mayo.2016 Hora:10:00:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q6,345.00|4901142|64941817|3377725|Servicio y Mantenimiento de Sistema de Circuito Cerrado, vea bases. (F56 2500 od)|19.mayo.2016 Hora:3:26:01 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:8:00:00 a. m.|DEPARTAMENTO DE ADQUISICIONES DE BIENES Y SERVICIOS|1|02.junio.2016 Hora:9:43:55 a. m.|25.mayo.2016 Hora:8:30:00 a. m.
1. Alimentos y semillas~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q64,050.00|4893662|7687478|2318024|ADQUISICIÓN DE CARNE ROJA Y BLANCA PARA ABASTECER EL SEGUNDO CUATRIMESTRE DEL AÑO 2,016|18.mayo.2016 Hora:4:40:34 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:2:30:00 p. m.|HOSPITAL NACIONAL DOCTOR RODOLFO ROBLES|3|02.junio.2016 Hora:2:28:47 p. m.|20.mayo.2016 Hora:3:00:00 p. m.
1. Alimentos y semillas~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q25,600.00|4893662|78762715|2318024|ADQUISICIÓN DE CARNE ROJA Y BLANCA PARA ABASTECER EL SEGUNDO CUATRIMESTRE DEL AÑO 2,016|18.mayo.2016 Hora:4:40:34 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:2:30:00 p. m.|HOSPITAL NACIONAL DOCTOR RODOLFO ROBLES|3|02.junio.2016 Hora:2:28:47 p. m.|20.mayo.2016 Hora:3:00:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q84,900.00|4941977|2537690K|2318024|Anfotericina B polvo liofilizado 50mg vial|27.mayo.2016 Hora:2:24:48 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL SAN JUAN DE DIOS|1|02.junio.2016 Hora:11:54:58 a. m.|31.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q964.29|4877861|4123670|2342855|COD 6609 BOLSA DE COLOSTOMIA CON SELLO PROTECTOR DE OSTOMIA RECORTABLE DE 60-70 MM DRENABLE CON MECANISMO DE CIERRE INDIVIDUAL DESCARTABLE CANT 60 PEDIDO 182/2016|17.mayo.2016 Hora:2:08:10 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|02.junio.2016 Hora:3:10:26 p. m.|20.mayo.2016 Hora:8:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q31,350.00|4941322|12052884|6871755|REPOSICIÓN BOMBA Y MOTOR SUMERGIBLE PARA SISTEMA DE AGUA POTABLE, CASERÍO LA ESPERANCITA I, LA LIBERTAD, PETÉN.|27.mayo.2016 Hora:11:22:58 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:8:30:00 a. m.|DMP MUNICIPALIDAD DE LA LIBERTAD, PETEN|4|02.junio.2016 Hora:8:59:33 a. m.|31.mayo.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q81,352.00|4941284|22345388|2342855|LISTADO No. 2647-2016 (CODIGO 10011)|27.mayo.2016 Hora:12:30:32 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|02.junio.2016 Hora:9:13:50 a. m.|31.mayo.2016 Hora:8:30:00 a. m.
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q38,300.00|4934768|37853295|3225399|Compra de toneles para uso en establecimientos educativos de la DIDEDUC Guatemala Occidente. Contacto Shaira Juaguery 59515546|26.mayo.2016 Hora:4:32:03 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE GUATEMALA OCCIDENTE|1|02.junio.2016 Hora:6:39:39 p. m.|30.mayo.2016 Hora:8:30:00 a. m.
Muebles y mobiliario de oficina|Terminado adjudicado|Q23,399.00|4914708|29010438|3377709|ESCRITORIOS DE DIFERENTES TIPOS Y MEDIDAS  PARA USO DEL PERSONAL DE LAS OFICINAS DEL CONGRESO DE LA REPÚBLICA|23.mayo.2016 Hora:11:37:32 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:3:00:00 p. m.|DEPARTAMENTO DE COMPRAS|6|02.junio.2016 Hora:12:33:39 p. m.|25.mayo.2016 Hora:3:30:00 p. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q614,509.80|4712137|61168262|3440915|MANTENIMIENTO RUTINARIO DE LIMPIEZA DEL DERECHO DE VÍA, CUNETAS Y ESTRUCTURAS DE DRENAJE DE LA RED VIAL L-040-2016|15.abril.2016 Hora:3:42:58 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|28.abril.2016 Hora:11:00:00 a. m.|UNIDAD EJECUTORA DE CONSERVACION VIAL|1|02.junio.2016 Hora:12:36:24 p. m.|28.abril.2016 Hora:11:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q48,950.00|4956710|5974488|2342855|Meloxicam , Sulfato de glucosamina|31.mayo.2016 Hora:3:31:02 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:8:00:00 a. m.|CONSULTORIO ZACAPA, ZACAPA|1|02.junio.2016 Hora:4:04:20 p. m.|02.junio.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q8,502.68|4783549|4751124|2342855|CARVEDILOL TABLETA 12.5 MG. SEGÚN SIAF 975/2016, CÓDIGO IGSS 642.|22.abril.2016 Hora:9:24:52 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.abril.2016 Hora:10:00:00 a. m.|CONSULTORIO VILLA NUEVA, GUATEMALA|1|02.junio.2016 Hora:9:56:03 a. m.|26.abril.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q89,919.64|4918290|60496355|2342855|LISTADO No. 2443-2016 (TENOFOVIR TABLETA 300 MG)|23.mayo.2016 Hora:3:56:34 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|02.junio.2016 Hora:9:38:51 a. m.|26.mayo.2016 Hora:8:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q11,318.75|4886038|7385234|4132726|"Adquisición de materiales para ""Elaboración de puertas, balcones y ventanas que se colocaran en cinco salones comunales y un centro de convergencia del área rural de de San Pedro Carcha, A.V."""|17.mayo.2016 Hora:11:59:39 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:11:00:00 a. m.|UNIDAD DE COMPRAS|1|02.junio.2016 Hora:8:26:27 a. m.|19.mayo.2016 Hora:11:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q8,901.10|4886038|36637238|4132726|"Adquisición de materiales para ""Elaboración de puertas, balcones y ventanas que se colocaran en cinco salones comunales y un centro de convergencia del área rural de de San Pedro Carcha, A.V."""|17.mayo.2016 Hora:11:59:39 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:11:00:00 a. m.|UNIDAD DE COMPRAS|1|02.junio.2016 Hora:8:26:27 a. m.|19.mayo.2016 Hora:11:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q7,969.00|4886038|7723008|4132726|"Adquisición de materiales para ""Elaboración de puertas, balcones y ventanas que se colocaran en cinco salones comunales y un centro de convergencia del área rural de de San Pedro Carcha, A.V."""|17.mayo.2016 Hora:11:59:39 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:11:00:00 a. m.|UNIDAD DE COMPRAS|1|02.junio.2016 Hora:8:26:27 a. m.|19.mayo.2016 Hora:11:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q27,179.46|4930789|2475546K|2342855|CODIGO IGSS 1390, Benzofenona y sus derivados, Crema o loción, factor 40-50, frasco o tubo 60 g - 120 g|25.mayo.2016 Hora:3:10:41 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:9:30:00 a. m.|"CENTRO DE ATENCIÓN MÉDICA INTEGRAL PARA PENSIONADOS ""CAMIP 3 ZUNIL"""|1|02.junio.2016 Hora:2:48:13 p. m.|30.mayo.2016 Hora:10:00:00 a. m.
1. Papelería y artículos de librería~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q35,955.00|4896947|37227114|2318024|ADQUISICIÓN DE CARTUCHOS Y TINTAS DIFERENTES IMPRESORAS. MSPAS No. 2016-ROO-CD-0990|19.mayo.2016 Hora:11:17:26 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.mayo.2016 Hora:8:30:00 a. m.|HOSPITAL ROOSEVELT|25|02.junio.2016 Hora:3:17:10 p. m.|23.mayo.2016 Hora:9:00:00 a. m.
Papelería y artículos de librería|Terminado adjudicado|Q16,754.50|4923669|12772801|3440915|Compra de Resmas de Papel Bond tamaño carta y oficio para fotocopiadora, para uso de la Dirección Superior del Ministerio de Comunicaciones Infraestructura y Vivienda|25.mayo.2016 Hora:9:03:25 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:10:00:00 a. m.|OFICINA DE REGISTRO Y TRAMITE PRESUPUESTAL|2|02.junio.2016 Hora:12:42:33 p. m.|27.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q22,312.50|4920767|1700510|2342855|TOXOPLASMA IGM, REACTIVO PARA LA DETERMINACIÓN DE. UNIDAD PRUEBA|24.mayo.2016 Hora:9:12:07 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE MAZATENANGO|1|02.junio.2016 Hora:12:19:10 p. m.|26.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q81,352.00|4941217|22345388|2342855|LISTADO No. 2646-2016 (CODIGO 10011)|27.mayo.2016 Hora:12:29:34 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|02.junio.2016 Hora:9:07:31 a. m.|31.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q82,578.57|4941195|67309704|2342855|EVENTO 2808/2016 FACTOR DE COAGULACION VII RECOMBINANTE ACTIVO POLVO Y SOLUCION PARA USO PARENTERAL RT 1MG (50KUI)|27.mayo.2016 Hora:1:16:42 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|02.junio.2016 Hora:11:14:49 a. m.|31.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q17,445.00|4888758|52795861|2342855|RADIOTERAPIA EXTERNA CON ACELERADOR LINEAL|30.mayo.2016 Hora:10:14:37 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|01.junio.2016 Hora:9:30:00 a. m.|HOSPITAL DE GINECO OBSTETRICIA|1|02.junio.2016 Hora:11:48:49 a. m.|01.junio.2016 Hora:10:00:00 a. m.
1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q73,615.00|4958810|25648888|6945554|MANTENIMIENTO CAMINO RURAL QUE CONDUCE AL SECTOR XEQUISIS PARTE BAJA CASERIO CHOCRUZ, SAN PEDRO JOCOPILAS, EL QUICHÉ.|31.mayo.2016 Hora:8:18:00 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:9:30:00 a. m.|DIRECCIÓN MUNICIPALIDAD DE PLANIFICACIÓN|1|02.junio.2016 Hora:12:09:09 p. m.|02.junio.2016 Hora:10:00:00 a. m.
Transporte, repuestos y combustibles|Terminado adjudicado|Q19,320.00|4919319|5040701|3225399|COMPRA DE LLANTAS 750 R 16 LT PARA CAMIONES|24.mayo.2016 Hora:4:23:13 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:3:00:00 p. m.|DIRECCION GENERAL DE EDUCACION FISICA|1|02.junio.2016 Hora:12:35:02 p. m.|27.mayo.2016 Hora:3:30:00 p. m.
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q44,890.00|4904877|32364954|2318024|ADQUISICION DE BOLSAS PLASTICAS DE DIFERENTES TAMAÑOS. MSPAS No. 2016-ROO-CD-1488|19.mayo.2016 Hora:3:32:38 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.mayo.2016 Hora:8:30:00 a. m.|HOSPITAL ROOSEVELT|4|02.junio.2016 Hora:3:22:04 p. m.|23.mayo.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q16,875.00|4954459|30428378|2342855|COLESTEROL LDL, REACTIVO PARA LA DETERMINACION DE|31.mayo.2016 Hora:11:46:02 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:10:30:00 a. m.|CONSULTORIO ZACAPA, ZACAPA|1|02.junio.2016 Hora:3:17:40 p. m.|02.junio.2016 Hora:11:00:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q57,750.00|4953126|12511862|2318024|ARRENDAMIENTO DE VENTILADORES MECANICOS PULMONARES PARA EL   INTENSIVO DE NEONATOS|31.mayo.2016 Hora:11:23:40 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:11:00:00 a. m.|HOSPITAL DE CUILAPA|1|02.junio.2016 Hora:1:13:15 p. m.|02.junio.2016 Hora:11:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q54,918.75|4690028|20079559|2342855|EVENTO 2527/2016. APLICADOR CON ESPONJA CON YODOFORT 7.5 %, ALCOHOL ISOPROPÍLICO AL 74%, DE 26 ML. EMPAQUE INDIVIDUAL. ESTÉRIL.|12.mayo.2016 Hora:9:45:58 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:9:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|02.junio.2016 Hora:11:31:17 a. m.|16.mayo.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q17,500.00|4914872|26269236|2342855|COD. 342 Propiltiouracilo, Tableta 50 mg. SEGUNDA PROGRAMACION CUATRIMESTRAL 2016. ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTIZACION.|25.mayo.2016 Hora:8:53:38 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|02.junio.2016 Hora:8:41:04 a. m.|27.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q79,742.86|4917383|7477279|2342855|LISTADO No. 2432-2016 CODIGO (IMIGLUCERASA VIAL DE 400 UNIDADES)|23.mayo.2016 Hora:3:34:50 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|02.junio.2016 Hora:9:52:23 a. m.|26.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q22,820.00|4954181|2358033K|2342855|evento 810-16 codigo 926|31.mayo.2016 Hora:12:56:11 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:9:00:00 a. m.|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|1|02.junio.2016 Hora:2:03:41 p. m.|02.junio.2016 Hora:9:30:00 a. m.
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q803.57|4905229|2837765|2342855|CODIGO 57162  JABON LIQUIDO  GALON  CANTIDAD  60|23.mayo.2016 Hora:3:55:54 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|02.junio.2016 Hora:1:31:13 p. m.|25.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q25,500.00|4934989|1700510|2342855|HORMONA ESTIMULANTE DE LA TIROIDES, REACTIVO PARA LA DETERMINACIÓN DE. PRUEBA|26.mayo.2016 Hora:11:34:28 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE MAZATENANGO|1|02.junio.2016 Hora:11:48:05 a. m.|30.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q10,535.71|4932234|7578571|2342855|REPARACIÓN DE VENTILADOR SECHRIST BIEN 201205 UBICADO EN TERAPIA RESPIRATORIA.|26.mayo.2016 Hora:3:03:25 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:11:30:00 a. m.|HOSPITAL DE GINECO OBSTETRICIA|1|02.junio.2016 Hora:3:40:12 p. m.|30.mayo.2016 Hora:12:00:00 p. m.
Papelería y artículos de librería|Terminado adjudicado|Q241.07|4904788|4887182|2342855|CODIGO  60036|23.mayo.2016 Hora:3:30:17 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|02.junio.2016 Hora:1:34:27 p. m.|25.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q9,072.00|4766946|22345388|2342855|NATEGLINIDA, COMPRIMIDO 120 MG. SEGÚN SIAF 935/2016, CÓDIGO IGSS 2075.|18.abril.2016 Hora:2:15:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.abril.2016 Hora:9:00:00 a. m.|CONSULTORIO VILLA NUEVA, GUATEMALA|1|02.junio.2016 Hora:8:32:46 a. m.|25.abril.2016 Hora:9:30:00 a. m.
1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q261,000.00|4773888|70919828|3306518|SUMINISTRO DE HIPOCLORITO DE SODIO, PARA EL CUMPLIMIENTO DE LOS OBJETIVOS DE LA EMPRESA MUNICIPAL DE AGUA DE LA CIUDAD DE GUATEMALA -EMPAGUA -|28.abril.2016 Hora:3:58:20 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|12.mayo.2016 Hora:10:00:00 a. m.|SISTEMA DE POZOS|1|02.junio.2016 Hora:4:14:50 p. m.|12.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q82,500.00|4924525|953040|2342855|EVENTO 2776/2016. PANEL PARA LA DETERMINACIÓN CUANTITATIVA DE BNP, CKMB, MIOGLOBINA, TROPONINA I Y DIMERO D|25.mayo.2016 Hora:8:16:52 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:9:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|02.junio.2016 Hora:4:47:43 p. m.|27.mayo.2016 Hora:9:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q50,225.00|4950739|8163294|2318024|COMPRA DE MEDICAMENTOS VARIOS PARA USO EN PACIENTES DE ESTE HOSPITAL|30.mayo.2016 Hora:3:41:14 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|01.junio.2016 Hora:10:00:00 a. m.|HOSPITAL NACIONAL DE COATEPEQUE|2|02.junio.2016 Hora:10:22:17 a. m.|01.junio.2016 Hora:10:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q600,000.00|4857070|16150287|4273109|"Mejoramiento Calle 10ª. Avenida, 11 Avenida ""A"", 6ª. Calle, 8ª. Calle, 8ª. Calle A, 9ª. Calle Y Calle Frente a Escuela El Pedregal II, Colonia El Pedregal II Zona 6, Retalhuleu"|18.mayo.2016 Hora:4:48:55 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|01.junio.2016 Hora:12:30:00 p. m.|UNIDAD DE COMPRAS|1|02.junio.2016 Hora:5:22:21 p. m.|01.junio.2016 Hora:1:00:00 p. m.
Transporte, repuestos y combustibles|Terminado adjudicado|Q20,691.00|4951603|46104828|5332621|ADQUISICION COMPRA DE COMBUSTIBLE (GASOLINA REGULAR, GASOLINA SUPERIOR) PARA USO EN VEHICULOS Y MAQUINAS MUNICIPALES, MUNICIPALIDAD DE SALCAJA, QUETZALTENANGO|30.mayo.2016 Hora:5:01:16 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|01.junio.2016 Hora:9:00:00 a. m.|DIRECCION MUNICIPAL DE PLANIFICACION|2|02.junio.2016 Hora:11:32:08 a. m.|01.junio.2016 Hora:9:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q399,660.00|4711890|4626974|3440915|MANTENIMIENTO RUTINARIO DE LIMPIEZA DEL DERECHO DE VÍA, CUNETAS Y ESTRUCTURAS DE DRENAJE DE LA RED VIAL L-023-2016|14.abril.2016 Hora:10:51:41 a. m.|Cotización (Art. 38 LCE)|Sólo en papel.|27.abril.2016 Hora:11:00:00 a. m.|UNIDAD EJECUTORA DE CONSERVACION VIAL|1|02.junio.2016 Hora:12:21:54 p. m.|27.abril.2016 Hora:11:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q89,043.75|4945832|320811|2342855|Compra de 10,500 unidades de Irbesartán Tableta de 150 mg. Código 759|30.mayo.2016 Hora:8:48:15 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|01.junio.2016 Hora:2:30:00 p. m.|CONSULTORIO DE SAN MARCOS, SAN MARCOS|1|02.junio.2016 Hora:3:01:11 p. m.|01.junio.2016 Hora:3:00:00 p. m.
